fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-13.71,-74.05,17,3.4,II Huancapi,"5 km al Norte-NE de Huancapi, Fajardo - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190484_20191028_172717.pdf
,,-15.63,-71.84,9,3.4,II Pinchollo,"3 km al Oeste-NO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190485_20191030_063608.pdf
,,-15.79,-71.72,12,3.4,II Maca,"18 km al Sur-SE de Maca, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190486_20191031_222546.pdf
,,-17.94,-69.86,134,4.3,II Calana,"25 km al E de Calana,  Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190487_20191103_182920.pdf
,,-12.66,-76.9,36,3.8,II Chilca,"24 km al SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190488_20191105_185544.pdf
,,-12.42,-77.15,38,3.6,"II Callao, Lima","40 km al Sur de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190489_20191107_171842.pdf
,,-16.36,-72.82,15,3.7,"II Ocoña, Camaná - Arequipa",30 km al Este-NE de Camaná- Arequipa,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190490_20191107_182533.pdf
,,-3.37,-80.78,46,4.1,II Zorritos,"36 km al Norte – NO de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190491_20191109_133716.pdf
,,-7.2,-75.98,127,5.4,"III Picota, Bellavista, Juanjuí, Lamas","65 km al Este-SE de Picota, Picota - San Martín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190492_20191110_161422.pdf
,,-8.87,-74.44,152,4.4,,"56 km  al Sur de Pucallpa, Coronel Portillo - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190493_20191112_011729.pdf
,,-9.49,-75.18,126,4.3,,"27 km al Oeste-SO de Puerto Inca, Puerto Inca - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190494_20191112_055352.pdf
,,-11.82,-77.47,62,4.6,III Ancón,"33 km al Oeste de Ancón, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190495_20191112_214732.pdf
,,-15.4,-70.59,213,5.1,,"24 km al Oeste-SO de Lampa, Lampa - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190496_20191113_000917.pdf
,,-8.63,-74.74,150,4.9,"III Pucallpa, Curimaná","37 km al Sur-Oeste de Pucallpa, Coronel Portillo - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190497_20191114_205227.pdf
,,-17.11,-72,34,4.3,II-III Mollendo,"9 km al Sur de Mollendo, Islay - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190498_20191115_140717.pdf
,,-15.77,-71.67,10,3.4,II Chivay,"17 km al Sur-SO de Chivay, Caylloma - Arequipa",
,,-9.74,-78.87,30,4.3,"II-III Samanco, Chimbote","69 km al Sur-O de Samanco, Santa - Ancash",
,,-15.68,-71.9,10,3.7,"II-III Cabanaconde, Maca, Madrigal","11 km al Sur-Este de Cabanaconde, Caylloma - Arequipa",
,,-12.79,-75.4,10,3.9,II Huancavelica,"47 km al Oeste de Huancavelica, Huancavelica - Huancavelica",
,,-16.25,-73.74,43,4.2,II-III Atico,"14 km al Oeste-SO de Atico, Caraveli - Arequipa",
,,-5.64,-77.08,41,4.5,II-III Nueva Cajamarca,"41 km al Nor-Este de Nueva Cajamarca, Rioja - San Martin",
,,-15.65,-71.55,17,3.6,II Chivay,"06 km al Este-SE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190505_20191122_175755.pdf
,,-15.64,-71.55,18,3.5,II Chivay,"6 km al Este de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190506_20191124_093505.pdf
,,-12.57,-75.1,14,3.7,II Conayca,"11 km al Oeste-SO de Conayca, Huancavelica - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190507_20191127_225956.pdf
,,-13.8,-76.86,11,4.3,II Pisco,"72 km al Oeste de Pisco, Pisco- Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190508_20191129_042920.pdf
,,-15.84,-72.14,138,4.2,,"12 km al Sur-SO de Huambo, Caylloma - Arequipa",
,,-17.23,-71.02,26,3.8,II Moquegua,"10 km al Oeste SO de Moquegua, Mariscal Nieto - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190511_20191201_171840.pdf
,,-18.09,-70.07,126,4,,"17 km al Sur-Este de Calana, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190511_20191202_025103.pdf
,,-15.63,-71.58,10,3.3,II Chivay,"3 km al Este-NE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190512_20191202_050517.pdf
,,-14.69,-76.26,35,4.2,,"90 km al Sur-Oeste de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190513_20191203_003358.pdf
,,-13.49,-70.49,16,3.7,II San Gabán,"5 km al SO de San Gabán, Carabaya - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190514_20191203_062044.pdf
,,-15.79,-73.03,107,4.7,II Caravelí,"36 km al Este de Caravelí, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190515_20191203_071653.pdf
,,-18.54,-70.98,19,5.7,IV Tacna,"106 km al Sur-SO de Locumba, Jorge Basadre - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190516_20191203_084633.pdf
,,-10.64,-75.46,9,4,II Oxapampa,"10 km al Sur-Oeste de Oxapampa, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190518_20191203_203638.pdf
,,-5.15,-76.66,25,4.2,,"103 km Nor-Oeste  de Yurimaguas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190517_20191203_190706.pdf
,,-13.83,-76.29,71,5.3,"IV Tambo de Mora, Chincha Alta, Pisco","42 km al Sur-SO de Tambo de Mora, Chincha - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190519_20191205_032319.pdf
,,-12.11,-74.82,13,3.9,II Campo Armiño,"32 Km al Nor-Oeste de Campo Armiño, Tayacaja - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190520_20191205_041341.pdf
,,-12.57,-75.32,123,4.3,,"27 km al Sur de Huasicancha, Huancayo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190521_20191205_182510.pdf
,,-17.52,-69.66,172,4.1,,"39 km al Sur SE de Capaso, El Collao - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190522_20191206_000738.pdf
,,-12.51,-76.97,33,3.6,II Chilca,"25 km al Oeste de Chilca , Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190523_20191206_062803.pdf
,,-5.37,-77.46,19,4.1,II Nueva Cajamarca,"65 km al Norte-NO de Nuva Cajamarca, Rioja - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190524_20191206_221438.pdf
,,-16.1,-74.07,21,3.7,II Chala,"33 km al Sur-Este de Chala, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190525_20191207_121336.pdf
,,-9.78,-75.64,122,4.7,II Huánuco,"23 km al Oeste-SO de Codo de Pozuzo, Puerto Inca - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190526_20191208_022447.pdf
,,-5.13,-77.34,123,4.4,,"85 Km al Sur-Este de Santa Maria de Nieva, Condorcanqui - Amazonas",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190527_20191208_232310.pdf
,,-15.6,-71.6,151,4.8,,"4 km al Norte de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190528_20191209_154345.pdf
,,-3.18,-80.96,49,4.2,,"64 km al NO de Zorritos, Contralmirante Villar - Tumbes",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190529_20191210_015955.pdf
,,-2.46,-77.05,134,4.5,,"88 km al Nor-Oeste de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190530_20191211_005037.pdf
,,-17.85,-71.87,34,4,,"61 km al Oeste SO de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190531_20191211_032632.pdf
,,-13.98,-72.52,74,4.1,,"18 km al Este-NE de Curpahuasi, Grau - Apurimac",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190531_20191212_171306.pdf
,,-15.57,-71.57,12,3.6,II Chivay,"8 km al Norte-NE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190533_20191214_052416.pdf
,,-15.59,-71.58,11,3.5,II Chivay,"6 km al Norte-NE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190534_20191214_065337.pdf
,,-15.58,-71.6,9,3.3,II Chivay,"07 km al Norte de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190535_20191215_001801.pdf
,,-15.58,-71.55,10,3.4,II Chivay,"8 km al NE de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190536_20191215_044608.pdf
,,-12.7,-76.87,39,3.7,II Chilca,"25 km al SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190537_20191215_070801.pdf
,,-14.31,-72.26,99,4.9,II Haquira,"13 km al Sur-Oeste de Haquira, Cotabambas - Apurimac",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190538_20191215_192337.pdf
,,-6.22,-75.93,43,4.2,"II Pampa Hermosa, Yurimaguas","41 km al Sur-SE de Yurimaguas, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190539_20191216_050736.pdf
,,-14.8,-73.63,112,4,,"29 km al Nor-Este de Coracora, Parinacochas - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190540_20191216_180723.pdf
,,-15.71,-71.6,12,3.6,II Chivay,"8 km al Sur de Chivay, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190541_20191217_190439.pdf
,,-9.45,-75.96,11,3.5,II Tingo Maria,"17 km al Sur-SE de Tingo María, Leoncio Prado - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190542_20191217_194915.pdf
,,-15.27,-72.31,135,4.3,,"26 km al Norte-NE de Andagua, Castilla - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190543_20191218_122457.pdf
,,-13.78,-76.3,59,4.3,"II Pisco, Chincha, Ica","13 km al SO de Pisco, Pisco - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190544_20191219_135536.pdf
,,-9.95,-75.66,10,3.6,II Pozuzo,"17 km al Nor-Oeste de Pozuzo, OXAPAMPA - PASCO",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190546_20191219_181327.pdf
,,-15.69,-71.98,12,3.3,II Cabanaconde,"7 km al Sur de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190545_20191219_171753.pdf
,,-5.72,-77.74,16,3.7,II Jumbilla,"22 km al Norte NE de Jumbilla, Bongora - Amazonas",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190547_20191220_012334.pdf
,,-8.86,-75.62,35,3.8,II Aguaytia,"23 km al Norte-NO de Aguaytia, Padre Abad - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190548_20191221_040445.pdf
,,-15.69,-71.99,15,3.4,II Cabanaconde,"7 km al Sur de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190549_20191221_100001.pdf
,,-7.1,-80.91,38,4.3,II Pimentel,"111 km al Oeste-SO de Pimentel, Chiclayo - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190551_20191222_130205.pdf
,,-7.06,-78.03,16,3.9,II Bolivar,"38 km al O de Bolivar, Bolivar - La Libertad",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190550_20191221_162824.pdf
,,-10.92,-75.31,119,3.9,,"20 km al Sur de Villa Rica, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190552_20191224_184432.pdf
,,-15.69,-71.92,10,3.6,II-III Cabanaconde,"10 km al Sur-Este de Cabanaconde, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190553_20191225_063246.pdf
,,-12.57,-76.88,51,4,II Chilca,"16 km al Oeste - SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190554_20191225_225332.pdf
,,-16.01,-72.8,92,4.1,,"25 km al SO de Chuquibamba, Condesuyos - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190555_20191226_081812.pdf
,,-10.8,-78.64,39,4.7,II Barranca,"96 km al Oeste de Barranca, Barranca - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190556_20191228_055658.pdf
,,-11.28,-74.56,18,3.9,II Satipo,"9 km al Este-SE de Satipo, Satipo - Junin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190557_20191228_215908.pdf
,,-14.8,-72.06,112,4.3,,"39 km al Sur de Santo Tomás, Chumbivilcas - Cusco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190558_20191229_001110.pdf
,,-10.87,-74.91,10,4.1,II - III La Merced,"47 km al NE de la Merced, Chanchamayo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190559_20191229_134526.pdf
,,-10.99,-74.65,112,4,,"29 km al Norte de Satipo, Satipo - Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190560_20191230_003832.pdf
,,-8.37,-76.22,140,4.5,,"28 km al Este-NE de Uchiza, Tocache - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190561_20191230_061650.pdf
,,-7.01,-80.51,47,4.5,"II - III Pimentel, Chiclayo","67 km al Oeste-SO de Pimentel, Chiclayo - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190562_20191231_114840.pdf
,,-10.8,-79.79,36,4.5,,"197 km al Oeste-SO de Huarmey, Huarmey - Ancash.",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190563_20191231_232008.pdf
